Edad simple;Comunidades y ciudades autónomas;Sexo;Periodo;Total
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2015;316.495
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2015;316.363
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2014;316.195
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2014;316.505
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2013;316.871
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2013;317.993
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2012;318.397
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2012;319.090
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2011;318.724
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2011;318.116
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2010;317.363
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2010;316.529
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2009;315.334
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2009;314.005
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2008;311.515
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2008;308.495
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2007;304.732
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2007;300.776
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2006;297.551
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2006;295.398
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2005;293.289
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2005;291.394
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2004;289.020
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2004;287.195
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2003;285.166
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2003;282.842
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2002;280.171
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2002;277.544
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2001;275.792
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2001;274.724
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2000;273.671
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2000;272.767
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2020;333.634
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2020;332.996
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2019;330.939
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2019;329.606
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2018;327.445
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2018;326.150
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2017;324.384
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2017;323.662
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2016;322.350
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2016;321.809
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2015;320.981
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2015;320.954
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2014;320.608
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2014;320.594
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2013;320.576
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2013;321.096
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2012;320.858
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2012;320.933
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2011;319.858
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2011;318.983
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2010;317.620
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2010;316.488
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2009;314.775
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2009;313.271
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2008;310.461
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2008;308.216
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2007;305.045
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2007;302.055
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2006;299.086
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2006;296.748
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2005;294.633
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2005;292.973
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2004;290.761
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2004;289.151
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2003;287.300
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2003;285.046
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2002;282.318
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2002;279.909
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2001;278.405
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2001;277.336
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de julio de 2000;276.318
Todas las edades;15 Navarra, Comunidad Foral de;Mujeres;1 de enero de 2000;275.612
Todas las edades;16 País Vasco;Total;1 de julio de 2020;2.213.940
Todas las edades;16 País Vasco;Total;1 de enero de 2020;2.211.917
Todas las edades;16 País Vasco;Total;1 de julio de 2019;2.203.005
Todas las edades;16 País Vasco;Total;1 de enero de 2019;2.197.306
Todas las edades;16 País Vasco;Total;1 de julio de 2018;2.190.184
Todas las edades;16 País Vasco;Total;1 de enero de 2018;2.187.254
Todas las edades;16 País Vasco;Total;1 de julio de 2017;2.181.972
Todas las edades;16 País Vasco;Total;1 de enero de 2017;2.179.944
Todas las edades;16 País Vasco;Total;1 de julio de 2016;2.176.750
Todas las edades;16 País Vasco;Total;1 de enero de 2016;2.174.426
Todas las edades;16 País Vasco;Total;1 de julio de 2015;2.171.866
Todas las edades;16 País Vasco;Total;1 de enero de 2015;2.172.707
Todas las edades;16 País Vasco;Total;1 de julio de 2014;2.171.669
Todas las edades;16 País Vasco;Total;1 de enero de 2014;2.172.247
Todas las edades;16 País Vasco;Total;1 de julio de 2013;2.174.780
Todas las edades;16 País Vasco;Total;1 de enero de 2013;2.179.274
Todas las edades;16 País Vasco;Total;1 de julio de 2012;2.180.669
Todas las edades;16 País Vasco;Total;1 de enero de 2012;2.184.696
Todas las edades;16 País Vasco;Total;1 de julio de 2011;2.184.016
Todas las edades;16 País Vasco;Total;1 de enero de 2011;2.183.134
Todas las edades;16 País Vasco;Total;1 de julio de 2010;2.181.087
Todas las edades;16 País Vasco;Total;1 de enero de 2010;2.179.532
Todas las edades;16 País Vasco;Total;1 de julio de 2009;2.177.013
Todas las edades;16 País Vasco;Total;1 de enero de 2009;2.174.080
Todas las edades;16 País Vasco;Total;1 de julio de 2008;2.166.798
Todas las edades;16 País Vasco;Total;1 de enero de 2008;2.159.427
Todas las edades;16 País Vasco;Total;1 de julio de 2007;2.151.135
Todas las edades;16 País Vasco;Total;1 de enero de 2007;2.142.601
Todas las edades;16 País Vasco;Total;1 de julio de 2006;2.134.080
Todas las edades;16 País Vasco;Total;1 de enero de 2006;2.127.670
Todas las edades;16 País Vasco;Total;1 de julio de 2005;2.121.008
Todas las edades;16 País Vasco;Total;1 de enero de 2005;2.115.262
Todas las edades;16 País Vasco;Total;1 de julio de 2004;2.107.811
Todas las edades;16 País Vasco;Total;1 de enero de 2004;2.103.103
Todas las edades;16 País Vasco;Total;1 de julio de 2003;2.097.326
Todas las edades;16 País Vasco;Total;1 de enero de 2003;2.092.640
Todas las edades;16 País Vasco;Total;1 de julio de 2002;2.087.427
Todas las edades;16 País Vasco;Total;1 de enero de 2002;2.082.911
Todas las edades;16 País Vasco;Total;1 de julio de 2001;2.082.549
Todas las edades;16 País Vasco;Total;1 de enero de 2001;2.082.971
Todas las edades;16 País Vasco;Total;1 de julio de 2000;2.083.300
Todas las edades;16 País Vasco;Total;1 de enero de 2000;2.084.535
Todas las edades;16 País Vasco;Hombres;1 de julio de 2020;1.076.512
Todas las edades;16 País Vasco;Hombres;1 de enero de 2020;1.075.169
Todas las edades;16 País Vasco;Hombres;1 de julio de 2019;1.070.624
Todas las edades;16 País Vasco;Hombres;1 de enero de 2019;1.067.911
Todas las edades;16 País Vasco;Hombres;1 de julio de 2018;1.064.232
Todas las edades;16 País Vasco;Hombres;1 de enero de 2018;1.062.576
Todas las edades;16 País Vasco;Hombres;1 de julio de 2017;1.060.142
Todas las edades;16 País Vasco;Hombres;1 de enero de 2017;1.059.094
Todas las edades;16 País Vasco;Hombres;1 de julio de 2016;1.058.038
Todas las edades;16 País Vasco;Hombres;1 de enero de 2016;1.057.049
Todas las edades;16 País Vasco;Hombres;1 de julio de 2015;1.055.968
Todas las edades;16 País Vasco;Hombres;1 de enero de 2015;1.056.495
Todas las edades;16 País Vasco;Hombres;1 de julio de 2014;1.056.461
Todas las edades;16 País Vasco;Hombres;1 de enero de 2014;1.056.919
Todas las edades;16 País Vasco;Hombres;1 de julio de 2013;1.058.858
Todas las edades;16 País Vasco;Hombres;1 de enero de 2013;1.061.831
Todas las edades;16 País Vasco;Hombres;1 de julio de 2012;1.063.343
Todas las edades;16 País Vasco;Hombres;1 de enero de 2012;1.066.155
Todas las edades;16 País Vasco;Hombres;1 de julio de 2011;1.066.893
Todas las edades;16 País Vasco;Hombres;1 de enero de 2011;1.067.391
Todas las edades;16 País Vasco;Hombres;1 de julio de 2010;1.067.434
Todas las edades;16 País Vasco;Hombres;1 de enero de 2010;1.067.188
Todas las edades;16 País Vasco;Hombres;1 de julio de 2009;1.066.632
Todas las edades;16 País Vasco;Hombres;1 de enero de 2009;1.065.421
Todas las edades;16 País Vasco;Hombres;1 de julio de 2008;1.061.858
Todas las edades;16 País Vasco;Hombres;1 de enero de 2008;1.057.895
Todas las edades;16 País Vasco;Hombres;1 de julio de 2007;1.053.558
Todas las edades;16 País Vasco;Hombres;1 de enero de 2007;1.048.899
Todas las edades;16 País Vasco;Hombres;1 de julio de 2006;1.044.810
Todas las edades;16 País Vasco;Hombres;1 de enero de 2006;1.041.966
Todas las edades;16 País Vasco;Hombres;1 de julio de 2005;1.039.079
Todas las edades;16 País Vasco;Hombres;1 de enero de 2005;1.036.133
Todas las edades;16 País Vasco;Hombres;1 de julio de 2004;1.032.421
Todas las edades;16 País Vasco;Hombres;1 de enero de 2004;1.029.660
Todas las edades;16 País Vasco;Hombres;1 de julio de 2003;1.026.484
Todas las edades;16 País Vasco;Hombres;1 de enero de 2003;1.023.795
Todas las edades;16 País Vasco;Hombres;1 de julio de 2002;1.020.925
Todas las edades;16 País Vasco;Hombres;1 de enero de 2002;1.018.331
Todas las edades;16 País Vasco;Hombres;1 de julio de 2001;1.018.031
Todas las edades;16 País Vasco;Hombres;1 de enero de 2001;1.018.360
Todas las edades;16 País Vasco;Hombres;1 de julio de 2000;1.018.770
Todas las edades;16 País Vasco;Hombres;1 de enero de 2000;1.019.552
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2020;1.137.428
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2020;1.136.748
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2019;1.132.381
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2019;1.129.395
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2018;1.125.952
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2018;1.124.678
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2017;1.121.830
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2017;1.120.850
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2016;1.118.712
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2016;1.117.377
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2015;1.115.898
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2015;1.116.212
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2014;1.115.208
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2014;1.115.328
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2013;1.115.922
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2013;1.117.443
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2012;1.117.326
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2012;1.118.541
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2011;1.117.123
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2011;1.115.743
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2010;1.113.653
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2010;1.112.344
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2009;1.110.381
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2009;1.108.659
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2008;1.104.940
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2008;1.101.532
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2007;1.097.577
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2007;1.093.702
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2006;1.089.270
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2006;1.085.703
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2005;1.081.930
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2005;1.079.129
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2004;1.075.390
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2004;1.073.442
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2003;1.070.841
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2003;1.068.844
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2002;1.066.502
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2002;1.064.580
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2001;1.064.518
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2001;1.064.611
Todas las edades;16 País Vasco;Mujeres;1 de julio de 2000;1.064.530
Todas las edades;16 País Vasco;Mujeres;1 de enero de 2000;1.064.983
Todas las edades;17 Rioja, La;Total;1 de julio de 2020;319.123
Todas las edades;17 Rioja, La;Total;1 de enero de 2020;318.703
Todas las edades;17 Rioja, La;Total;1 de julio de 2019;317.044
Todas las edades;17 Rioja, La;Total;1 de enero de 2019;315.967
Todas las edades;17 Rioja, La;Total;1 de julio de 2018;314.882
Todas las edades;17 Rioja, La;Total;1 de enero de 2018;314.890
Todas las edades;17 Rioja, La;Total;1 de julio de 2017;314.155
Todas las edades;17 Rioja, La;Total;1 de enero de 2017;314.136
Todas las edades;17 Rioja, La;Total;1 de julio de 2016;314.010
Todas las edades;17 Rioja, La;Total;1 de enero de 2016;314.025
Todas las edades;17 Rioja, La;Total;1 de julio de 2015;313.863
Todas las edades;17 Rioja, La;Total;1 de enero de 2015;314.457
Todas las edades;17 Rioja, La;Total;1 de julio de 2014;314.747
Todas las edades;17 Rioja, La;Total;1 de enero de 2014;315.736
Todas las edades;17 Rioja, La;Total;1 de julio de 2013;317.224
Todas las edades;17 Rioja, La;Total;1 de enero de 2013;318.819
Todas las edades;17 Rioja, La;Total;1 de julio de 2012;320.062
Todas las edades;17 Rioja, La;Total;1 de enero de 2012;320.951
Todas las edades;17 Rioja, La;Total;1 de julio de 2011;321.050
Todas las edades;17 Rioja, La;Total;1 de enero de 2011;320.850
Todas las edades;17 Rioja, La;Total;1 de julio de 2010;319.888
Todas las edades;17 Rioja, La;Total;1 de enero de 2010;319.939
Todas las edades;17 Rioja, La;Total;1 de julio de 2009;319.786
Todas las edades;17 Rioja, La;Total;1 de enero de 2009;319.786
Todas las edades;17 Rioja, La;Total;1 de julio de 2008;318.448
Todas las edades;17 Rioja, La;Total;1 de enero de 2008;316.192
Todas las edades;17 Rioja, La;Total;1 de julio de 2007;312.369
Todas las edades;17 Rioja, La;Total;1 de enero de 2007;308.118
Todas las edades;17 Rioja, La;Total;1 de julio de 2006;304.870
Todas las edades;17 Rioja, La;Total;1 de enero de 2006;302.697
Todas las edades;17 Rioja, La;Total;1 de julio de 2005;300.594
Todas las edades;17 Rioja, La;Total;1 de enero de 2005;298.050
Todas las edades;17 Rioja, La;Total;1 de julio de 2004;294.336
Todas las edades;17 Rioja, La;Total;1 de enero de 2004;291.082
Todas las edades;17 Rioja, La;Total;1 de julio de 2003;287.655
Todas las edades;17 Rioja, La;Total;1 de enero de 2003;284.609
Todas las edades;17 Rioja, La;Total;1 de julio de 2002;281.292
Todas las edades;17 Rioja, La;Total;1 de enero de 2002;277.993
Todas las edades;17 Rioja, La;Total;1 de julio de 2001;276.170
Todas las edades;17 Rioja, La;Total;1 de enero de 2001;275.313
Todas las edades;17 Rioja, La;Total;1 de julio de 2000;274.506
Todas las edades;17 Rioja, La;Total;1 de enero de 2000;273.828
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2020;157.585
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2020;157.336
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2019;156.511
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2019;155.955
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2018;155.561
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2018;155.582
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2017;155.213
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2017;155.178
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2016;155.168
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2016;155.204
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2015;155.159
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2015;155.527
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2014;155.866
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2014;156.519
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2013;157.597
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2013;158.669
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2012;159.649
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2012;160.318
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2011;160.526
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2011;160.694
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2010;160.297
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2010;160.628
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2009;160.871
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2009;161.177
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2008;160.771
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2008;159.651
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2007;157.573
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2007;155.223
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2006;153.534
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2006;152.320
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2005;151.243
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2005;149.792
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2004;147.706
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2004;145.705
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2003;143.886
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2003;142.296
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2002;140.493
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2002;138.548
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2001;137.549
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2001;137.029
Todas las edades;17 Rioja, La;Hombres;1 de julio de 2000;136.593
Todas las edades;17 Rioja, La;Hombres;1 de enero de 2000;136.239
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2020;161.538
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2020;161.367
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2019;160.533
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2019;160.012
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2018;159.321
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2018;159.308
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2017;158.942
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2017;158.958
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2016;158.842
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2016;158.821
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2015;158.704
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2015;158.930
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2014;158.881
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2014;159.217
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2013;159.627
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2013;160.150
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2012;160.413
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2012;160.633
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2011;160.524
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2011;160.156
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2010;159.591
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2010;159.311
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2009;158.915
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2009;158.608
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2008;157.677
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2008;156.541
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2007;154.796
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2007;152.895
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2006;151.336
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2006;150.377
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2005;149.351
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2005;148.258
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2004;146.629
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2004;145.377
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2003;143.769
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2003;142.312
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2002;140.799
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2002;139.445
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2001;138.621
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2001;138.283
Todas las edades;17 Rioja, La;Mujeres;1 de julio de 2000;137.913
Todas las edades;17 Rioja, La;Mujeres;1 de enero de 2000;137.589
Todas las edades;18 Ceuta;Total;1 de julio de 2020;84.455
Todas las edades;18 Ceuta;Total;1 de enero de 2020;84.502
Todas las edades;18 Ceuta;Total;1 de julio de 2019;84.794
Todas las edades;18 Ceuta;Total;1 de enero de 2019;85.087
Todas las edades;18 Ceuta;Total;1 de julio de 2018;85.168
Todas las edades;18 Ceuta;Total;1 de enero de 2018;85.327
Todas las edades;18 Ceuta;Total;1 de julio de 2017;85.071
Todas las edades;18 Ceuta;Total;1 de enero de 2017;85.005
Todas las edades;18 Ceuta;Total;1 de julio de 2016;84.683
Todas las edades;18 Ceuta;Total;1 de enero de 2016;84.558
Todas las edades;18 Ceuta;Total;1 de julio de 2015;84.389
Todas las edades;18 Ceuta;Total;1 de enero de 2015;84.561
Todas las edades;18 Ceuta;Total;1 de julio de 2014;84.483
Todas las edades;18 Ceuta;Total;1 de enero de 2014;84.562
Todas las edades;18 Ceuta;Total;1 de julio de 2013;84.438
Todas las edades;18 Ceuta;Total;1 de enero de 2013;84.487
Todas las edades;18 Ceuta;Total;1 de julio de 2012;84.178
Todas las edades;18 Ceuta;Total;1 de enero de 2012;83.837
Todas las edades;18 Ceuta;Total;1 de julio de 2011;82.910
Todas las edades;18 Ceuta;Total;1 de enero de 2011;81.627
Todas las edades;18 Ceuta;Total;1 de julio de 2010;80.622
Todas las edades;18 Ceuta;Total;1 de enero de 2010;79.294
Todas las edades;18 Ceuta;Total;1 de julio de 2009;77.811
Todas las edades;18 Ceuta;Total;1 de enero de 2009;76.922
Todas las edades;18 Ceuta;Total;1 de julio de 2008;75.776
Todas las edades;18 Ceuta;Total;1 de enero de 2008;75.252
Todas las edades;18 Ceuta;Total;1 de julio de 2007;74.563
Todas las edades;18 Ceuta;Total;1 de enero de 2007;74.155
Todas las edades;18 Ceuta;Total;1 de julio de 2006;73.292
Todas las edades;18 Ceuta;Total;1 de enero de 2006;72.806
Todas las edades;18 Ceuta;Total;1 de julio de 2005;72.192
Todas las edades;18 Ceuta;Total;1 de enero de 2005;71.983
Todas las edades;18 Ceuta;Total;1 de julio de 2004;71.574
Todas las edades;18 Ceuta;Total;1 de enero de 2004;71.542
Todas las edades;18 Ceuta;Total;1 de julio de 2003;71.159
Todas las edades;18 Ceuta;Total;1 de enero de 2003;71.110
Todas las edades;18 Ceuta;Total;1 de julio de 2002;70.849
Todas las edades;18 Ceuta;Total;1 de enero de 2002;70.874
Todas las edades;18 Ceuta;Total;1 de julio de 2001;71.367
Todas las edades;18 Ceuta;Total;1 de enero de 2001;71.183
Todas las edades;18 Ceuta;Total;1 de julio de 2000;70.969
Todas las edades;18 Ceuta;Total;1 de enero de 2000;70.855
Todas las edades;18 Ceuta;Hombres;1 de julio de 2020;42.737
Todas las edades;18 Ceuta;Hombres;1 de enero de 2020;42.740
Todas las edades;18 Ceuta;Hombres;1 de julio de 2019;42.989
Todas las edades;18 Ceuta;Hombres;1 de enero de 2019;43.151
Todas las edades;18 Ceuta;Hombres;1 de julio de 2018;43.276
Todas las edades;18 Ceuta;Hombres;1 de enero de 2018;43.328
Todas las edades;18 Ceuta;Hombres;1 de julio de 2017;43.248
Todas las edades;18 Ceuta;Hombres;1 de enero de 2017;43.186
Todas las edades;18 Ceuta;Hombres;1 de julio de 2016;43.052
Todas las edades;18 Ceuta;Hombres;1 de enero de 2016;42.979
Todas las edades;18 Ceuta;Hombres;1 de julio de 2015;42.895
Todas las edades;18 Ceuta;Hombres;1 de enero de 2015;43.049
Todas las edades;18 Ceuta;Hombres;1 de julio de 2014;43.120
Todas las edades;18 Ceuta;Hombres;1 de enero de 2014;43.197
Todas las edades;18 Ceuta;Hombres;1 de julio de 2013;43.215
