Edad simple;Comunidades y ciudades autónomas;Sexo;Periodo;Total
Todas las edades;09 Cataluña;Hombres;1 de enero de 2005;3.398.189
Todas las edades;09 Cataluña;Hombres;1 de julio de 2004;3.348.117
Todas las edades;09 Cataluña;Hombres;1 de enero de 2004;3.310.051
Todas las edades;09 Cataluña;Hombres;1 de julio de 2003;3.270.265
Todas las edades;09 Cataluña;Hombres;1 de enero de 2003;3.226.050
Todas las edades;09 Cataluña;Hombres;1 de julio de 2002;3.178.136
Todas las edades;09 Cataluña;Hombres;1 de enero de 2002;3.127.109
Todas las edades;09 Cataluña;Hombres;1 de julio de 2001;3.100.304
Todas las edades;09 Cataluña;Hombres;1 de enero de 2001;3.092.286
Todas las edades;09 Cataluña;Hombres;1 de julio de 2000;3.083.322
Todas las edades;09 Cataluña;Hombres;1 de enero de 2000;3.076.173
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2020;3.926.472
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2020;3.923.312
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2019;3.900.685
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2019;3.879.363
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2018;3.854.120
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2018;3.839.008
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2017;3.816.127
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2017;3.808.407
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2016;3.793.388
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2016;3.786.528
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2015;3.776.808
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2015;3.775.123
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2014;3.772.448
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2014;3.777.723
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2013;3.785.380
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2013;3.797.346
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2012;3.798.081
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2012;3.801.779
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2011;3.790.923
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2011;3.781.615
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2010;3.769.820
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2010;3.759.435
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2009;3.747.903
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2009;3.734.879
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2008;3.708.697
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2008;3.677.431
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2007;3.641.097
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2007;3.604.433
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2006;3.568.164
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2006;3.536.166
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2005;3.503.842
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2005;3.472.630
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2004;3.434.146
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2004;3.402.694
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2003;3.368.810
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2003;3.330.858
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2002;3.291.980
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2002;3.253.394
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2001;3.230.623
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2001;3.222.563
Todas las edades;09 Cataluña;Mujeres;1 de julio de 2000;3.213.852
Todas las edades;09 Cataluña;Mujeres;1 de enero de 2000;3.206.928
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2020;5.055.729
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2020;5.046.482
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2019;5.015.051
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2019;4.989.308
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2018;4.961.966
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2018;4.958.584
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2017;4.940.320
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2017;4.943.821
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2016;4.936.272
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2016;4.939.888
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2015;4.937.223
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2015;4.945.092
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2014;4.951.680
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2014;4.960.213
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2013;4.969.971
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2013;4.988.365
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2012;4.999.068
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2012;5.009.647
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2011;5.002.122
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2011;4.999.211
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2010;4.988.922
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2010;4.989.631
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2009;4.984.398
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2009;4.981.276
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2008;4.959.565
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2008;4.928.093
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2007;4.867.677
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2007;4.801.628
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2006;4.736.678
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2006;4.681.039
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2005;4.625.341
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2005;4.567.166
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2004;4.496.103
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2004;4.441.947
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2003;4.381.643
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2003;4.322.063
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2002;4.254.321
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2002;4.192.287
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2001;4.150.755
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2001;4.135.183
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2000;4.118.037
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2000;4.103.816
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2020;2.492.192
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2020;2.488.070
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2019;2.473.017
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2019;2.460.317
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2018;2.447.431
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2018;2.446.266
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2017;2.438.267
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2017;2.440.620
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2016;2.438.043
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2016;2.441.047
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2015;2.440.838
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2015;2.445.540
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2014;2.449.992
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2014;2.455.333
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2013;2.461.985
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2013;2.473.095
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2012;2.480.659
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2012;2.487.660
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2011;2.485.294
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2011;2.484.814
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2010;2.480.829
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2010;2.482.885
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2009;2.481.999
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2009;2.482.262
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2008;2.472.427
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2008;2.456.232
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2007;2.424.676
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2007;2.389.148
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2006;2.355.935
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2006;2.326.981
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2005;2.298.114
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2005;2.264.831
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2004;2.225.994
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2004;2.196.749
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2003;2.164.747
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2003;2.132.803
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2002;2.097.011
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2002;2.062.867
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2001;2.040.880
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2001;2.032.653
Todas las edades;10 Comunitat Valenciana;Hombres;1 de julio de 2000;2.023.764
Todas las edades;10 Comunitat Valenciana;Hombres;1 de enero de 2000;2.016.480
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2020;2.563.537
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2020;2.558.412
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2019;2.542.034
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2019;2.528.991
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2018;2.514.535
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2018;2.512.318
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2017;2.502.053
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2017;2.503.201
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2016;2.498.229
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2016;2.498.841
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2015;2.496.385
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2015;2.499.552
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2014;2.501.688
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2014;2.504.880
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2013;2.507.986
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2013;2.515.270
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2012;2.518.409
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2012;2.521.987
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2011;2.516.828
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2011;2.514.396
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2010;2.508.093
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2010;2.506.746
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2009;2.502.400
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2009;2.499.014
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2008;2.487.138
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2008;2.471.860
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2007;2.443.001
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2007;2.412.480
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2006;2.380.743
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2006;2.354.058
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2005;2.327.228
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2005;2.302.335
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2004;2.270.109
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2004;2.245.198
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2003;2.216.896
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2003;2.189.260
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2002;2.157.310
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2002;2.129.420
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2001;2.109.875
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2001;2.102.530
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de julio de 2000;2.094.273
Todas las edades;10 Comunitat Valenciana;Mujeres;1 de enero de 2000;2.087.336
Todas las edades;11 Extremadura;Total;1 de julio de 2020;1.062.460
Todas las edades;11 Extremadura;Total;1 de enero de 2020;1.064.970
Todas las edades;11 Extremadura;Total;1 de julio de 2019;1.065.607
Todas las edades;11 Extremadura;Total;1 de enero de 2019;1.067.925
Todas las edades;11 Extremadura;Total;1 de julio de 2018;1.069.435
Todas las edades;11 Extremadura;Total;1 de enero de 2018;1.072.721
Todas las edades;11 Extremadura;Total;1 de julio de 2017;1.075.091
Todas las edades;11 Extremadura;Total;1 de enero de 2017;1.079.108
Todas las edades;11 Extremadura;Total;1 de julio de 2016;1.082.479
Todas las edades;11 Extremadura;Total;1 de enero de 2016;1.086.153
Todas las edades;11 Extremadura;Total;1 de julio de 2015;1.088.396
Todas las edades;11 Extremadura;Total;1 de enero de 2015;1.092.217
Todas las edades;11 Extremadura;Total;1 de julio de 2014;1.094.170
Todas las edades;11 Extremadura;Total;1 de enero de 2014;1.096.708
Todas las edades;11 Extremadura;Total;1 de julio de 2013;1.098.478
Todas las edades;11 Extremadura;Total;1 de enero de 2013;1.101.024
Todas las edades;11 Extremadura;Total;1 de julio de 2012;1.101.947
Todas las edades;11 Extremadura;Total;1 de enero de 2012;1.104.343
Todas las edades;11 Extremadura;Total;1 de julio de 2011;1.103.514
Todas las edades;11 Extremadura;Total;1 de enero de 2011;1.102.300
Todas las edades;11 Extremadura;Total;1 de julio de 2010;1.100.441
Todas las edades;11 Extremadura;Total;1 de enero de 2010;1.099.605
Todas las edades;11 Extremadura;Total;1 de julio de 2009;1.097.126
Todas las edades;11 Extremadura;Total;1 de enero de 2009;1.094.691
Todas las edades;11 Extremadura;Total;1 de julio de 2008;1.091.508
Todas las edades;11 Extremadura;Total;1 de enero de 2008;1.089.650
Todas las edades;11 Extremadura;Total;1 de julio de 2007;1.085.763
Todas las edades;11 Extremadura;Total;1 de enero de 2007;1.081.875
Todas las edades;11 Extremadura;Total;1 de julio de 2006;1.077.921
Todas las edades;11 Extremadura;Total;1 de enero de 2006;1.074.930
Todas las edades;11 Extremadura;Total;1 de julio de 2005;1.071.980
Todas las edades;11 Extremadura;Total;1 de enero de 2005;1.070.094
Todas las edades;11 Extremadura;Total;1 de julio de 2004;1.066.234
Todas las edades;11 Extremadura;Total;1 de enero de 2004;1.064.374
Todas las edades;11 Extremadura;Total;1 de julio de 2003;1.062.402
Todas las edades;11 Extremadura;Total;1 de enero de 2003;1.060.356
Todas las edades;11 Extremadura;Total;1 de julio de 2002;1.058.029
Todas las edades;11 Extremadura;Total;1 de enero de 2002;1.057.795
Todas las edades;11 Extremadura;Total;1 de julio de 2001;1.058.363
Todas las edades;11 Extremadura;Total;1 de enero de 2001;1.059.011
Todas las edades;11 Extremadura;Total;1 de julio de 2000;1.059.197
Todas las edades;11 Extremadura;Total;1 de enero de 2000;1.060.030
Todas las edades;11 Extremadura;Hombres;1 de julio de 2020;526.374
Todas las edades;11 Extremadura;Hombres;1 de enero de 2020;527.727
Todas las edades;11 Extremadura;Hombres;1 de julio de 2019;528.244
Todas las edades;11 Extremadura;Hombres;1 de enero de 2019;529.649
Todas las edades;11 Extremadura;Hombres;1 de julio de 2018;530.546
Todas las edades;11 Extremadura;Hombres;1 de enero de 2018;532.292
Todas las edades;11 Extremadura;Hombres;1 de julio de 2017;533.612
Todas las edades;11 Extremadura;Hombres;1 de enero de 2017;535.866
Todas las edades;11 Extremadura;Hombres;1 de julio de 2016;537.694
Todas las edades;11 Extremadura;Hombres;1 de enero de 2016;539.726
Todas las edades;11 Extremadura;Hombres;1 de julio de 2015;540.973
Todas las edades;11 Extremadura;Hombres;1 de enero de 2015;543.038
Todas las edades;11 Extremadura;Hombres;1 de julio de 2014;544.055
Todas las edades;11 Extremadura;Hombres;1 de enero de 2014;545.415
Todas las edades;11 Extremadura;Hombres;1 de julio de 2013;546.426
Todas las edades;11 Extremadura;Hombres;1 de enero de 2013;547.813
Todas las edades;11 Extremadura;Hombres;1 de julio de 2012;548.240
Todas las edades;11 Extremadura;Hombres;1 de enero de 2012;549.524
Todas las edades;11 Extremadura;Hombres;1 de julio de 2011;548.916
Todas las edades;11 Extremadura;Hombres;1 de enero de 2011;548.312
Todas las edades;11 Extremadura;Hombres;1 de julio de 2010;547.232
Todas las edades;11 Extremadura;Hombres;1 de enero de 2010;546.601
Todas las edades;11 Extremadura;Hombres;1 de julio de 2009;545.221
Todas las edades;11 Extremadura;Hombres;1 de enero de 2009;543.926
Todas las edades;11 Extremadura;Hombres;1 de julio de 2008;542.222
Todas las edades;11 Extremadura;Hombres;1 de enero de 2008;541.214
Todas las edades;11 Extremadura;Hombres;1 de julio de 2007;538.887
Todas las edades;11 Extremadura;Hombres;1 de enero de 2007;536.536
Todas las edades;11 Extremadura;Hombres;1 de julio de 2006;534.564
Todas las edades;11 Extremadura;Hombres;1 de enero de 2006;533.215
Todas las edades;11 Extremadura;Hombres;1 de julio de 2005;531.800
Todas las edades;11 Extremadura;Hombres;1 de enero de 2005;530.815
Todas las edades;11 Extremadura;Hombres;1 de julio de 2004;528.568
Todas las edades;11 Extremadura;Hombres;1 de enero de 2004;527.555
Todas las edades;11 Extremadura;Hombres;1 de julio de 2003;526.393
Todas las edades;11 Extremadura;Hombres;1 de enero de 2003;525.175
Todas las edades;11 Extremadura;Hombres;1 de julio de 2002;524.066
Todas las edades;11 Extremadura;Hombres;1 de enero de 2002;523.967
Todas las edades;11 Extremadura;Hombres;1 de julio de 2001;524.295
Todas las edades;11 Extremadura;Hombres;1 de enero de 2001;524.532
Todas las edades;11 Extremadura;Hombres;1 de julio de 2000;524.646
Todas las edades;11 Extremadura;Hombres;1 de enero de 2000;524.993
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2020;536.086
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2020;537.243
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2019;537.363
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2019;538.276
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2018;538.889
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2018;540.429
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2017;541.479
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2017;543.242
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2016;544.785
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2016;546.427
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2015;547.423
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2015;549.179
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2014;550.115
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2014;551.293
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2013;552.052
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2013;553.211
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2012;553.707
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2012;554.819
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2011;554.597
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2011;553.988
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2010;553.209
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2010;553.004
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2009;551.905
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2009;550.765
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2008;549.285
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2008;548.435
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2007;546.876
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2007;545.339
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2006;543.356
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2006;541.715
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2005;540.180
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2005;539.279
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2004;537.666
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2004;536.819
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2003;536.010
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2003;535.181
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2002;533.963
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2002;533.828
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2001;534.068
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2001;534.480
Todas las edades;11 Extremadura;Mujeres;1 de julio de 2000;534.551
Todas las edades;11 Extremadura;Mujeres;1 de enero de 2000;535.037
Todas las edades;12 Galicia;Total;1 de julio de 2020;2.698.830
Todas las edades;12 Galicia;Total;1 de enero de 2020;2.702.605
Todas las edades;12 Galicia;Total;1 de julio de 2019;2.698.685
Todas las edades;12 Galicia;Total;1 de enero de 2019;2.700.210
Todas las edades;12 Galicia;Total;1 de julio de 2018;2.698.954
Todas las edades;12 Galicia;Total;1 de enero de 2018;2.703.048
Todas las edades;12 Galicia;Total;1 de julio de 2017;2.702.734
Todas las edades;12 Galicia;Total;1 de enero de 2017;2.708.955
Todas las edades;12 Galicia;Total;1 de julio de 2016;2.712.055
Todas las edades;12 Galicia;Total;1 de enero de 2016;2.719.095
Todas las edades;12 Galicia;Total;1 de julio de 2015;2.723.357
Todas las edades;12 Galicia;Total;1 de enero de 2015;2.732.801
Todas las edades;12 Galicia;Total;1 de julio de 2014;2.737.551
Todas las edades;12 Galicia;Total;1 de enero de 2014;2.745.817
Todas las edades;12 Galicia;Total;1 de julio de 2013;2.752.086
Todas las edades;12 Galicia;Total;1 de enero de 2013;2.760.720
Todas las edades;12 Galicia;Total;1 de julio de 2012;2.764.582
Todas las edades;12 Galicia;Total;1 de enero de 2012;2.771.916
Todas las edades;12 Galicia;Total;1 de julio de 2011;2.771.651
Todas las edades;12 Galicia;Total;1 de enero de 2011;2.773.415
Todas las edades;12 Galicia;Total;1 de julio de 2010;2.771.750
Todas las edades;12 Galicia;Total;1 de enero de 2010;2.772.457
Todas las edades;12 Galicia;Total;1 de julio de 2009;2.769.143
Todas las edades;12 Galicia;Total;1 de enero de 2009;2.767.474
Todas las edades;12 Galicia;Total;1 de julio de 2008;2.759.988
Todas las edades;12 Galicia;Total;1 de enero de 2008;2.754.768
Todas las edades;12 Galicia;Total;1 de julio de 2007;2.747.084
Todas las edades;12 Galicia;Total;1 de enero de 2007;2.741.087
Todas las edades;12 Galicia;Total;1 de julio de 2006;2.733.376
Todas las edades;12 Galicia;Total;1 de enero de 2006;2.730.097
Todas las edades;12 Galicia;Total;1 de julio de 2005;2.723.961
Todas las edades;12 Galicia;Total;1 de enero de 2005;2.720.679
Todas las edades;12 Galicia;Total;1 de julio de 2004;2.714.068
Todas las edades;12 Galicia;Total;1 de enero de 2004;2.711.578
Todas las edades;12 Galicia;Total;1 de julio de 2003;2.707.278
Todas las edades;12 Galicia;Total;1 de enero de 2003;2.705.158
Todas las edades;12 Galicia;Total;1 de julio de 2002;2.699.540
Todas las edades;12 Galicia;Total;1 de enero de 2002;2.696.818
Todas las edades;12 Galicia;Total;1 de julio de 2001;2.695.999
Todas las edades;12 Galicia;Total;1 de enero de 2001;2.698.025
Todas las edades;12 Galicia;Total;1 de julio de 2000;2.698.953
Todas las edades;12 Galicia;Total;1 de enero de 2000;2.702.471
Todas las edades;12 Galicia;Hombres;1 de julio de 2020;1.299.887
Todas las edades;12 Galicia;Hombres;1 de enero de 2020;1.301.860
Todas las edades;12 Galicia;Hombres;1 de julio de 2019;1.300.445
Todas las edades;12 Galicia;Hombres;1 de enero de 2019;1.301.382
Todas las edades;12 Galicia;Hombres;1 de julio de 2018;1.301.407
Todas las edades;12 Galicia;Hombres;1 de enero de 2018;1.303.692
Todas las edades;12 Galicia;Hombres;1 de julio de 2017;1.304.176
Todas las edades;12 Galicia;Hombres;1 de enero de 2017;1.307.459
Todas las edades;12 Galicia;Hombres;1 de julio de 2016;1.309.494
Todas las edades;12 Galicia;Hombres;1 de enero de 2016;1.312.994
Todas las edades;12 Galicia;Hombres;1 de julio de 2015;1.315.560
Todas las edades;12 Galicia;Hombres;1 de enero de 2015;1.320.402
Todas las edades;12 Galicia;Hombres;1 de julio de 2014;1.322.887
Todas las edades;12 Galicia;Hombres;1 de enero de 2014;1.327.220
Todas las edades;12 Galicia;Hombres;1 de julio de 2013;1.330.558
Todas las edades;12 Galicia;Hombres;1 de enero de 2013;1.335.088
Todas las edades;12 Galicia;Hombres;1 de julio de 2012;1.337.298
Todas las edades;12 Galicia;Hombres;1 de enero de 2012;1.340.856
Todas las edades;12 Galicia;Hombres;1 de julio de 2011;1.340.391
Todas las edades;12 Galicia;Hombres;1 de enero de 2011;1.340.811
Todas las edades;12 Galicia;Hombres;1 de julio de 2010;1.339.679
Todas las edades;12 Galicia;Hombres;1 de enero de 2010;1.339.618
Todas las edades;12 Galicia;Hombres;1 de julio de 2009;1.337.678
Todas las edades;12 Galicia;Hombres;1 de enero de 2009;1.336.280
Todas las edades;12 Galicia;Hombres;1 de julio de 2008;1.332.123
Todas las edades;12 Galicia;Hombres;1 de enero de 2008;1.328.706
Todas las edades;12 Galicia;Hombres;1 de julio de 2007;1.324.219
Todas las edades;12 Galicia;Hombres;1 de enero de 2007;1.320.433
Todas las edades;12 Galicia;Hombres;1 de julio de 2006;1.316.219
Todas las edades;12 Galicia;Hombres;1 de enero de 2006;1.314.215
Todas las edades;12 Galicia;Hombres;1 de julio de 2005;1.310.897
Todas las edades;12 Galicia;Hombres;1 de enero de 2005;1.308.911
Todas las edades;12 Galicia;Hombres;1 de julio de 2004;1.305.574
